Zeit:;SDP1_01_330SY_RPM.Current_Value;SDP1_08_111TT.PV;SDP1_01_340TT.PV;SDP1_01_346PT.PV;SDP1_01_310SY_RPM.Current_Value;SDP1_01_326PT.PV;SDP1_01_370SY_RPM.Current_Value;SDP1_01_386PT.PV;SDP1_01_340TIC.SP;SDP1_56_665FT.PV;SDP1_56_461DT.PV;SDP1_56_361DT.PV;SDP1_02_230SY.PV;SDP1_08_110TT.PV;SDP1_56_565FT.PV
04.12.2021 22:40:51.942;;;;;;232;;;;;;;;;
04.12.2021 22:40:56.192;;;;;;;;228;;;;;;;
04.12.2021 22:40:58.442;;;;;;232;;;;;;;;;
04.12.2021 22:41:01.551;;;;;;;;;;;;;;64;
04.12.2021 22:41:03.942;;;;;70,9;;;;;;;;;;
04.12.2021 22:41:06.192;;;;228;;;;;;;;;;;
04.12.2021 22:41:24.193;;;;;;;;228;;;;;;;
04.12.2021 22:41:33.693;;;;228;;;;;;;;;;;
04.12.2021 22:41:37.053;;63,3;;;;;;;;;;;;;
04.12.2021 22:42:11.928;;;85,0;;;;;;;;;;;;
04.12.2021 22:42:21.850;;;;;;;;;84,93;;;;;;
04.12.2021 22:42:24.178;;;;;;;69,6;;;;;;;;
04.12.2021 22:42:24.678;;;;;;;69,5;;;;;;;;
04.12.2021 22:42:33.944;69;;;;;;;;;;;;;;
04.12.2021 22:42:34.944;69;;;;;;;;;;;;;;
04.12.2021 22:42:47.073;;;;;;;;;;12017;;;;;
04.12.2021 22:42:54.444;;;;;70,0;;;;;;;;;;
04.12.2021 22:42:57.413;;;;;;;;;;;;;;;29092,30
04.12.2021 22:43:22.931;;;85,3;;;;;;;;;;;;
04.12.2021 22:43:36.963;;;;;;223;;;;;;;;;
04.12.2021 22:43:37.854;;;;;;;;;85,36;;;;;;
04.12.2021 22:43:38.401;;;;;;;;;;;;;;;28208,90
04.12.2021 22:43:43.448;;;;;;;;;;;;;;64;
04.12.2021 22:43:57.166;;;;;;;;225;;;;;;;
04.12.2021 22:44:07.166;;;;224;;;;;;;;;;;
04.12.2021 22:44:35.684;;;;224;;;;;;;;;;;
04.12.2021 22:44:53.872;;;;;;;;;85,23;;;;;;
04.12.2021 22:44:55.669;;;;;;;;225;;;;;;;
04.12.2021 22:44:56.434;;;;;;;;;;;;;;;28908,88
04.12.2021 22:44:56.481;;;;;;224;;;;;;;;;
04.12.2021 22:44:56.872;;;;;;;;;85,23;;;;;;
04.12.2021 22:44:57.169;;;;224;;;;225;;;;;;;
04.12.2021 22:44:57.450;;;;;;;;;;;;;;;28916,00
04.12.2021 22:44:57.497;;;;;;223;;;;;;;;;
04.12.2021 22:45:00.701;;;85,2;;;;;;;;;;;;
04.12.2021 22:45:36.920;;;;;;;;;;;;;;;29090,18
04.12.2021 22:46:23.687;;;;;;;69,4;;;;;;;;
04.12.2021 22:46:24.687;;;;;;;69,0;;;;;;;;
04.12.2021 22:46:36.077;;;;;;;;;;;;;95,9;;
04.12.2021 22:46:38.781;;;;;;;;;;;;;;64;
04.12.2021 22:46:47.859;;;;;;;;;85,23;;;;;;
04.12.2021 22:46:56.156;;;;;;;;222;;;;;;;
04.12.2021 22:47:02.671;;;;225;;;;;;;;;;;
04.12.2021 22:47:47.073;;;;;;;;;;11924;;;;;
04.12.2021 22:47:53.954;69;;;;;;;;;;;;;;
04.12.2021 22:47:55.438;68;;;;;;;;;;;;;;
04.12.2021 22:47:59.766;;63,4;;;;;;;;;;;;;
04.12.2021 22:48:10.971;;;;;;225;;;;;;;;;
04.12.2021 22:48:16.018;;63,4;;;;;;;;;1,1802;0,9956;;64;
04.12.2021 22:48:17.690;;;;221;;;;;;;;;;;
04.12.2021 22:48:23.955;;;;;69,9;;;;;;;;;;
04.12.2021 22:48:24.440;;;85,4;;;;;;;;;;;;
04.12.2021 22:48:24.940;;;;;69,5;;;;;;;;;;
04.12.2021 22:48:41.863;;;;;;;;;85,50;;;;;;
04.12.2021 22:48:41.956;;;;;;220;;;;;;;;;
04.12.2021 22:48:52.175;;;;;;;;222;;;;;;;
04.12.2021 22:48:58.409;;;;;;;;;;;;;;;28187,63
04.12.2021 22:49:00.425;;;;;;;;;;;;;;;28260,51
04.12.2021 22:49:00.472;;;;;;220;;;;;;;;;
04.12.2021 22:49:01.363;;;;;;;;;85,45;;;;;;
04.12.2021 22:49:01.425;;;;;;;;;;;;;;;28276,31
04.12.2021 22:49:01.456;;;;;;221;;;;;;;;;
04.12.2021 22:49:02.863;;;;;;;;;85,45;;;;;;
04.12.2021 22:49:06.675;;;;;;;;222;;;;;;;
04.12.2021 22:49:07.456;;;;;;220;;;;;;;;;
04.12.2021 22:49:09.675;;;;221;;;;;;;;;;;
04.12.2021 22:49:10.175;;;;221;;;;;;;;;;;
04.12.2021 22:49:24.956;;;85,3;;;;;;;;;;;;
04.12.2021 22:49:31.175;;;;;;;;222;;;;;;;
04.12.2021 22:50:03.925;;;;;69,6;;;;;;;;;;
04.12.2021 22:50:04.925;;;85,7;;;;;;;;;;;;
04.12.2021 22:50:05.441;;;;;70,0;;;;;;;;;;
04.12.2021 22:50:14.238;;63,5;;;;;;;;;;;;;
04.12.2021 22:50:23.941;69;;;;;;;;;;;;;;
04.12.2021 22:50:25.441;69;;;;;;;;;;;;;;
04.12.2021 22:50:27.347;;;;;;;;;85,74;;;;;;
04.12.2021 22:50:54.176;;;;;;;69,4;;;;;;;;
04.12.2021 22:50:54.676;;;;;;;69,5;;;;;;;;
04.12.2021 22:50:55.395;;;;;;;;;;;;;;;29091,41
04.12.2021 22:51:29.161;;;;225;;;;;;;;;;;
04.12.2021 22:51:29.676;;;;;;;;225;;;;;;;
04.12.2021 22:51:36.896;;;;;;;;;;;;;;;28186,75
04.12.2021 22:51:43.443;;;;;;225;;;;;;;;;
04.12.2021 22:51:54.677;;;;;;;69,0;;;;;;;;
04.12.2021 22:52:24.429;68;;;;69,5;;;;;;;;;;
04.12.2021 22:52:47.073;;;;;;;;;;11880;;;;;
04.12.2021 22:52:49.445;;;85,2;;;;;;;;;;;;
04.12.2021 22:52:50.351;;;;;;;;;85,24;;;;;;
04.12.2021 22:52:56.257;;;;;;;;;;;;;;64;
04.12.2021 22:53:01.257;;63,6;;;;;;;;;;;;;
04.12.2021 22:53:05.164;;;;;;;;222;;;;;;;
04.12.2021 22:53:05.398;;;;;;;;;;;;;;;28940,36
04.12.2021 22:53:05.648;;;;221;;;;;;;;;;;
04.12.2021 22:53:05.851;;;;;;;;;85,27;;;;;;
04.12.2021 22:53:05.945;;;;;;220;;;;;;;;;
04.12.2021 22:53:06.398;;;;;;;;;;;;;;;28942,22
04.12.2021 22:53:06.851;;;;;;;;;85,28;;;;;;
04.12.2021 22:53:06.945;;;;;;221;;;;;;;;;
04.12.2021 22:53:07.664;;;;222;;;;;;;;;;;
04.12.2021 22:53:27.947;;;85,3;;;;;;;;;;;;
04.12.2021 22:53:34.681;;;;221;;;;;;;;;;;
04.12.2021 22:53:35.416;;;;;;;;;;;;;;;29081,97
04.12.2021 22:53:43.666;;;;;;;;222;;;;;;;
04.12.2021 22:53:51.806;;;;;;;;;;;;;;64;
04.12.2021 22:54:01.947;;;;;;220;;;;;;;;;
04.12.2021 22:54:03.431;;;85,6;;;;;;;;;;;;
04.12.2021 22:54:06.166;;;;;;;;222;;;;;;;
04.12.2021 22:54:14.853;;;;;;;;;85,64;;;;;;
04.12.2021 22:54:17.416;;;;;;;;;;;;;;;28179,71
04.12.2021 22:54:43.276;;;;;;;;;;;;;96,0;;
04.12.2021 22:55:24.455;;;;;;222;;;;;;;;;
04.12.2021 22:55:38.267;;63,7;;;;;;;;;;;;;
04.12.2021 22:55:57.674;;;;;;;;222;;;;;;;
04.12.2021 22:55:58.439;;;85,5;;;;;;;;;;;;
04.12.2021 22:56:36.128;;;;;;;;;;;;;96,0;;
04.12.2021 22:57:01.161;;;;222;;;;;;;;;;;
04.12.2021 22:57:08.676;;;;221;;;;;;;;;;;
04.12.2021 22:57:09.661;;;;;;;;222;;;;;;;
04.12.2021 22:57:10.348;;;;;;;;;85,49;;;;;;
04.12.2021 22:57:10.895;;;;;;;;;;;;;;;28489,01
04.12.2021 22:57:10.942;;;;;;222;;;;;;;;;
04.12.2021 22:57:11.348;;;;;;;;;85,49;;;;;;
04.12.2021 22:57:11.442;;;;;;220;;;;;;;;;
04.12.2021 22:57:11.911;;;;;;;;;;;;;;;28501,09
04.12.2021 22:57:20.645;;;;222;;;;;;;;;;;
04.12.2021 22:57:20.942;;;;;;220;;;;;;;;;
04.12.2021 22:57:21.661;;;;221;;;;;;;;;;;
04.12.2021 22:57:23.801;;;;;;;;;;;;;;64;
04.12.2021 22:57:34.161;;;;;;;;222;;;;;;;
04.12.2021 22:57:47.073;;;;;;;;;;11843;;;;;
04.12.2021 22:58:07.349;;;;;;;;;85,40;;;;;;
04.12.2021 22:58:16.005;;63,7;;;;;;;;;1,1804;0,9956;;64;
04.12.2021 22:58:31.928;;;85,6;;;;;;;;;;;;
04.12.2021 22:58:42.413;;;;;;;;;;;;;;;11369,87
04.12.2021 22:59:03.944;;;;;69,6;;;;;;;;;;
04.12.2021 22:59:05.460;;;;;70,0;;;;;;;;;;
04.12.2021 22:59:19.944;;;;;;226;;;;;;;;;
04.12.2021 22:59:47.931;;;85,8;;;;;;;;;;;;
04.12.2021 22:59:53.353;;;;;;;;;85,80;;;;;;
04.12.2021 23:00:01.666;;;;;;;;222;;;;;;;
04.12.2021 23:00:24.948;69;;;;;;;;;;;;;;
04.12.2021 23:00:25.448;69;;;;;;;;;;;;;;
04.12.2021 23:00:34.666;;;;225;;;;;;;;;;;
04.12.2021 23:00:39.933;;;85,7;;;;;;;;;;;;
04.12.2021 23:00:42.151;;;;225;;;;;;;;;;;
04.12.2021 23:01:03.745;;;;;;;69,1;;;;;;;;
04.12.2021 23:01:05.245;;;;;;;69,5;;;;;;;;
04.12.2021 23:01:10.667;;;;;;;;225;;;;;;;
04.12.2021 23:01:14.933;;;;;;;;;;;;;;;29299,92
04.12.2021 23:01:14.964;;;;;;224;;;;;;;;;
04.12.2021 23:01:15.355;;;;;;;;;85,61;;;;;;
04.12.2021 23:01:15.855;;;;;;;;;85,62;;;;;;
04.12.2021 23:01:15.917;;;;;;;;;;;;;;;29311,91
04.12.2021 23:01:15.948;;;;;;224;;;;;;;;;
04.12.2021 23:01:26.683;;;;225;;;;;;;;;;;
04.12.2021 23:01:33.448;;;85,6;;;;;;;;;;;;
04.12.2021 23:01:41.667;;;;;;;;225;;;;;;;
04.12.2021 23:02:15.918;;;;;;;;;;;;;;;30355,21
04.12.2021 23:02:32.466;;;;;;223;;;;;;;;;
04.12.2021 23:02:43.731;;63,6;;;;;;;;;;;;;
04.12.2021 23:02:47.073;;;;;;;;;;11885;;;;;
04.12.2021 23:02:53.685;;;;;;;69,4;;;;;;;;
04.12.2021 23:02:55.169;;;;;;;69,0;;;;;;;;
04.12.2021 23:02:58.997;;;85,4;;;;;;;;;;;;
04.12.2021 23:03:01.856;;;;;;;;;85,36;;;;;;
04.12.2021 23:03:03.513;69;;;;;;;;;;;;;;
04.12.2021 23:03:04.981;68;;;;;;;;;;;;;;
04.12.2021 23:03:06.153;;;;;;;;222;;;;;;;
04.12.2021 23:03:39.200;;;;221;;;;;;;;;;;
04.12.2021 23:04:13.924;;;;;;;;;;;;;;;0,00
04.12.2021 23:04:23.471;;;;;70,1;;;;;;;;;;
04.12.2021 23:04:24.971;70;;;;70,5;;;;;;;;;;
04.12.2021 23:04:31.002;;63,7;;;;;;;;;;;;;
04.12.2021 23:04:34.017;;;;;;229;;;;;;;;;
04.12.2021 23:04:34.752;;;;;;;70,0;;;;;;;;
04.12.2021 23:04:37.158;;;;228;;;;;;;;;;;
04.12.2021 23:04:41.189;;;;;;;;229;;;;;;;
04.12.2021 23:05:19.848;;;;;;;;;85,63;;;;;;
04.12.2021 23:05:19.910;;;;;;;;;;;;;;;28079,11
04.12.2021 23:05:20.442;;;85,7;;;;;;;;;;;;
04.12.2021 23:05:20.457;;;;;;228;;;;;;;;;
04.12.2021 23:05:20.848;;;;;;;;;85,65;;;;;;
04.12.2021 23:05:20.910;;;;;;;;;;;;;;;28115,07
04.12.2021 23:05:20.957;;;;;;227;;;;;;;;;
04.12.2021 23:05:23.676;;;;;;;70,1;;;;;;;;
04.12.2021 23:05:24.442;70;;;;70,9;;;;;;;;;;
04.12.2021 23:05:24.645;;;;228;;;;229;;;;;;;
04.12.2021 23:05:37.348;;;;;;;;;85,75;;;;;;
04.12.2021 23:05:47.410;;;;;;;;;;;;;;64;
04.12.2021 23:06:10.473;;;85,5;;;;;;;;;;;;
04.12.2021 23:06:16.270;;63,6;;;;;;;;;;;;;
04.12.2021 23:06:36.161;;;;;;;;;;;;;96,0;;
04.12.2021 23:07:47.073;;;;;;;;;;12046;;;;;
04.12.2021 23:07:53.911;;;;;;;;;;;;;;;28092,75
04.12.2021 23:08:16.068;;;;;;;;;;;1,1841;0,9955;;64;
04.12.2021 23:08:35.444;72;;;;72,5;;;;;;;;;;
04.12.2021 23:08:45.162;;;;241;;;;;;;;;;;
04.12.2021 23:08:55.178;;;;;;;72,0;;;;;;;;
04.12.2021 23:08:55.459;;;;;;242;;;;;;;;;
04.12.2021 23:09:00.662;;;;;;;;242;;;;;;;
04.12.2021 23:09:04.756;;63,2;;;;;;;;;;;;;
04.12.2021 23:09:18.944;;;84,7;;;;;;;;;;;;
04.12.2021 23:09:20.162;;;;241;;;;;;;;;;;
04.12.2021 23:09:24.350;;;;;;;;;84,66;;;;;;
04.12.2021 23:09:24.960;;;;;;242;;;;;;;;;
04.12.2021 23:09:25.413;;;;;;;;;;;;;;;28991,28
04.12.2021 23:09:25.460;;;;;;240;;;;;;;;;
04.12.2021 23:09:25.663;;;;;;;;242;;;;;;;
04.12.2021 23:09:25.850;;;;;;;;;84,65;;;;;;
04.12.2021 23:09:26.272;;;;;;;;;;;;;;64;
04.12.2021 23:09:26.413;;;;;;;;;;;;;;;28994,47
04.12.2021 23:09:33.944;;;84,6;;;;;;;;;;;;
04.12.2021 23:09:44.413;;;;;;;;;;;;;;;29390,79
04.12.2021 23:10:01.647;;;;241;;;;;;;;;;;
04.12.2021 23:10:10.772;;63,1;;;;;;;;;;;;;
04.12.2021 23:10:18.663;;;;;;;;241;;;;;;;
04.12.2021 23:10:19.444;;;84,7;;;;;;;;;;;;
04.12.2021 23:10:28.163;;;;241;;;;;;;;;;;
04.12.2021 23:10:32.460;;;;;;240;;;;;;;;;
04.12.2021 23:10:34.444;72;;;;72,7;;;;;;;;;;
04.12.2021 23:10:34.694;;;;;;;72,2;;;;;;;;
04.12.2021 23:10:34.851;;;;;;;;;84,78;;;;;;
04.12.2021 23:11:19.273;;;;;;;;;;;;;;64;
04.12.2021 23:12:04.445;72;;;;73,5;;;;;;;;;;
04.12.2021 23:12:07.914;;;;;;;;;;;;;;;28010,88
04.12.2021 23:12:11.679;;;;248;;;;;;;;;;;
04.12.2021 23:12:18.960;;;;;;249;;;;;;;;;
04.12.2021 23:12:30.945;;;84,3;;;;;;;;;;;;
04.12.2021 23:12:34.664;;;;;;;73,0;;;;;;;;
04.12.2021 23:12:40.351;;;;;;;;;84,23;;;;;;
04.12.2021 23:12:47.073;;;;;;;;;;12379;;;;;
04.12.2021 23:13:00.273;;62,9;;;;;;;;;;;;;
04.12.2021 23:13:07.664;;;;;;;;249;;;;;;;
04.12.2021 23:13:13.664;;;;248;;;;;;;;;;;
04.12.2021 23:13:19.664;;;;;;;;248;;;;;;;
04.12.2021 23:13:27.446;;;84,4;;;;;;;;;;;;
04.12.2021 23:13:29.431;;;;;;;;;;;;;;;28597,50
04.12.2021 23:13:29.462;;;;;;247;;;;;;;;;
04.12.2021 23:13:29.853;;;;;;;;;84,36;;;;;;
04.12.2021 23:13:30.368;;;;;;;;;84,35;;;;;;
04.12.2021 23:13:30.415;;;;;;;;;;;;;;;28585,17
04.12.2021 23:13:30.446;;;;;;248;;;;;;;;;
04.12.2021 23:13:30.649;;;;;;;;248;;;;;;;
04.12.2021 23:13:31.665;;;;248;;;;;;;;;;;
04.12.2021 23:13:31.774;;;;;;;;;;;;;;63;
04.12.2021 23:13:33.962;;;;;;246;;;;;;;;;
04.12.2021 23:13:50.946;;;84,5;;;;;;;;;;;;
04.12.2021 23:14:03.448;;;;;73,6;;;;;;;;;;
04.12.2021 23:14:08.761;;62,8;;;;;;;;;;;;;
04.12.2021 23:14:19.948;;;84,8;;;;;;;;;;;;
04.12.2021 23:14:20.652;;;;247;;;;;;;;;;;
04.12.2021 23:14:23.167;;;;;;;;248;;;;;;;
04.12.2021 23:14:23.948;73;;;;;;;;;;;;;;
04.12.2021 23:14:24.183;;;;;;;73,1;;;;;;;;
04.12.2021 23:14:34.855;;;;;;;;;84,91;;;;;;
04.12.2021 23:14:52.417;;;;;;;;;;;;;;;29252,76
04.12.2021 23:15:04.949;73;;;;74,5;;;;;;;;;;
04.12.2021 23:15:17.965;;;;;;255;;;;;;;;;
04.12.2021 23:15:21.652;;;;255;;;;;;;;;;;
04.12.2021 23:15:24.684;;;;;;;74,0;;;;;;;;
04.12.2021 23:15:38.981;;;84,1;;;;;;;;;;;;
04.12.2021 23:15:39.668;;;;;;;;255;;;;;;;
04.12.2021 23:16:18.856;;;;;;;;;83,98;;;;;;
04.12.2021 23:16:36.278;;;;;;;;;;;;;96,0;;
04.12.2021 23:17:16.282;;;;;;;;;;;;;;63;
04.12.2021 23:17:16.422;;;;;;;;;;;;;;;27963,08
04.12.2021 23:17:17.953;;;84,2;;;;;;;;;;;;
04.12.2021 23:17:27.766;;62,1;;;;;;;;;;;;;
04.12.2021 23:17:31.172;;;;;;;;254;;;;;;;
04.12.2021 23:17:34.172;;;;254;;;;;;;;;;;
04.12.2021 23:17:34.360;;;;;;;;;84,21;;;;;;
04.12.2021 23:17:34.422;;;;;;;;;;;;;;;28409,95
04.12.2021 23:17:34.953;;;;;;253;;;;;;;;;
04.12.2021 23:17:35.172;;;;;;;;255;;;;;;;
04.12.2021 23:17:35.360;;;;;;;;;84,21;;;;;;
04.12.2021 23:17:35.422;;;;;;;;;;;;;;;28428,26
04.12.2021 23:17:35.672;;;;254;;;;;;;;;;;
04.12.2021 23:17:36.000;;;;;;253;;;;;;;;;
04.12.2021 23:17:36.657;;;;254;;;;;;;;;;;
04.12.2021 23:17:37.782;;;;;;;;;;;;;;63;
04.12.2021 23:17:38.360;;;;;;;;;84,22;;;;;;
04.12.2021 23:17:47.073;;;;;;;;;;12631;;;;;
04.12.2021 23:17:53.453;74;;;;74,6;;;;;;;;;;
04.12.2021 23:17:54.453;;;;;75,0;;;;;;;;;;
04.12.2021 23:18:03.719;;;;;;;74,1;;;;;;;;
04.12.2021 23:18:03.813;;62,0;;;;;;;;;;;;;
04.12.2021 23:18:05.188;;;;;;;74,5;;;;;;;;
04.12.2021 23:18:05.969;;;;;;258;;;;;;;;;
04.12.2021 23:18:16.172;;;;;;;;258;;;1,1876;0,9940;;;
04.12.2021 23:18:16.438;;;;;;;;;;;;;;;29214,29
04.12.2021 23:18:18.985;;;84,1;;;;;;;;;;;;
04.12.2021 23:18:59.956;74;;;;;;;;;;;;;;
04.12.2021 23:19:01.456;74;;;;74,0;;;;;;;;;;
04.12.2021 23:19:01.675;;;;259;;;;;;;;;;;
04.12.2021 23:19:01.691;;;;;;;74,0;;;;;;;;
04.12.2021 23:19:26.942;;;83,6;;;;;;;;;;;;
04.12.2021 23:19:47.910;;;;;;;;;;;;;;;8234,07
04.12.2021 23:20:07.348;;;;;;;;;83,57;;;;;;
04.12.2021 23:20:28.442;;;83,7;;;;;;;;;;;;
04.12.2021 23:20:47.754;;61,6;;;;;;;;;;;;;
04.12.2021 23:20:48.161;;;;;;;;254;;;;;;;
04.12.2021 23:20:58.458;;;;;;248;;;;;;;;;
04.12.2021 23:21:06.270;;;;;;;;;;;;;;62;
04.12.2021 23:21:22.161;;;;257;;;;;;;;;;;
04.12.2021 23:21:24.942;;;;;74,5;;;;;;;;;;
04.12.2021 23:21:36.161;;;;;;;;254;;;;;;;
04.12.2021 23:21:38.458;;;;;;252;;;;;;;;;
04.12.2021 23:21:39.348;;;;;;;;;83,72;;;;;;
04.12.2021 23:21:39.411;;;;;;;;;;;;;;;28850,96
04.12.2021 23:21:39.911;;;;;;;;;;;;;;;28851,34
04.12.2021 23:21:39.958;;;;;;254;;;;;;;;;
04.12.2021 23:21:40.348;;;;;;;;;83,73;;;;;;
04.12.2021 23:21:40.661;;;;257;;;;254;;;;;;;
04.12.2021 23:21:43.661;;;;257;;;;;;;;;;;
04.12.2021 23:21:51.442;;;83,8;;;;;;;;;;;;
04.12.2021 23:22:43.739;;;;;;;;;;;;;95,9;;
04.12.2021 23:22:47.073;;;;;;;;;;12733;;;;;
04.12.2021 23:22:48.927;;;83,9;;;;;;;;;;;;
04.12.2021 23:22:54.255;;;;;;;;;;;;;;62;
04.12.2021 23:23:01.849;;;;;;;;;83,96;;;;;;
04.12.2021 23:23:07.161;;;;;;;;254;;;;;;;
04.12.2021 23:23:21.911;;;;;;;;;;;;;;;30480,86
04.12.2021 23:23:22.474;;61,5;;;;;;;;;;;;;
04.12.2021 23:23:33.677;;;;;;;74,3;;;;;;;;
04.12.2021 23:23:34.663;;;;;;;74,5;;;;;;;;
04.12.2021 23:23:45.663;;;;;;;;258;;;;;;;
04.12.2021 23:23:48.476;;;;;;252;;;;;;;;;
04.12.2021 23:23:53.945;;;;;74,6;;;;;;;;;;
04.12.2021 23:23:54.945;;;;;75,0;;;;;;;;;;
04.12.2021 23:24:01.945;;;;;;257;;;;;;;;;
04.12.2021 23:24:15.523;;61,4;;;;;;;;;;;;;
04.12.2021 23:24:49.758;;;;256;;;;;;;;;;;
04.12.2021 23:25:00.945;;;83,5;;;;;;;;;;;;
04.12.2021 23:25:01.961;;;;;;;;;83,54;;;;;;
04.12.2021 23:25:02.008;;;;;;;;;;;;;;;28376,79
04.12.2021 23:25:23.945;;;83,7;;;;;;;;;;;;
04.12.2021 23:25:34.680;;;;;;;74,0;;;;;;;;
04.12.2021 23:25:39.164;;;;;;;;254;;;;;;;
04.12.2021 23:25:43.914;;;;;;;;;;;;;;;29194,91
04.12.2021 23:25:43.961;;;;;;256;;;;;;;;;
04.12.2021 23:25:44.352;;;;;;;;;83,63;;;;;;
04.12.2021 23:25:44.867;;;;;;;;;83,63;;;;;;
04.12.2021 23:25:44.914;;;;;;;;;;;;;;;29271,43
04.12.2021 23:25:44.945;;;;;;256;;;;;;;;;
04.12.2021 23:25:47.633;;61,5;;;;;;;;;;;;;
04.12.2021 23:25:48.852;;;;;;;;;83,62;;;;;;
04.12.2021 23:25:54.664;;;;;;;;254;;;;;;;
04.12.2021 23:25:54.680;;;;;;;74,2;;;;;;;;
04.12.2021 23:26:00.414;;;;;;;;;;;;;;;30025,65
04.12.2021 23:26:07.164;;;;256;;;;;;;;;;;
04.12.2021 23:26:14.664;;;;256;;;;;;;;;;;
04.12.2021 23:26:28.445;;;83,8;;;;;;;;;;;;
04.12.2021 23:26:36.259;;;;;;;;;;;;;95,8;;
04.12.2021 23:27:09.431;;;;;;;;;;;;1,1084;;;
04.12.2021 23:27:21.775;;;;;;;;;;;;;;62;
04.12.2021 23:27:47.073;;;;;;;;;;12784;;;;;
04.12.2021 23:28:02.448;;;;;;;;;;;;;;;0,00
04.12.2021 23:28:11.979;;;84,4;;;;;;;;;;;;
04.12.2021 23:28:16.151;;61,5;;;;;;;;;1,1909;1,1953;;;
04.12.2021 23:28:16.354;;;;;;;;;84,42;;;;;;
04.12.2021 23:28:21.995;;;;;;255;;;;;;;;;
04.12.2021 23:28:23.479;;;;;75,1;;;;;;;;;;
04.12.2021 23:28:24.510;;;;;75,5;;;;;;;;;;
04.12.2021 23:28:33.963;74;;;;;;;;;;;;;;
04.12.2021 23:28:35.479;74;;;;;;;;;;;;;;
04.12.2021 23:28:48.963;;;;;;;;;;;1,0576;;;;
04.12.2021 23:28:54.682;;;;;;;75,0;;;;;;;;
04.12.2021 23:29:03.385;;61,4;;;;;;;;;;;;;
04.12.2021 23:29:14.885;;;;;;;;;;;;;;62;
04.12.2021 23:29:33.151;;;;;;;;263;;;;;;;
04.12.2021 23:29:46.667;;;;263;;;;;;;;;;;
04.12.2021 23:29:46.964;;;83,7;;;;;;;;;;;;
04.12.2021 23:29:47.667;;;;;;;;260;;;;;;;
04.12.2021 23:29:48.151;;;;262;;;;;;;;;;;
04.12.2021 23:29:48.854;;;;;;;;;83,66;;;;;;
04.12.2021 23:29:48.979;;;;;;262;;;;;;;;;
04.12.2021 23:29:49.479;;;;;;260;;;;;;;;;
04.12.2021 23:29:49.667;;;;261;;;;259;;;;;;;
04.12.2021 23:29:49.854;;;;;;;;;83,65;;;;;;
04.12.2021 23:30:33.182;;;;;;;74,9;;;;;;;;
04.12.2021 23:30:34.698;;;;;;;74,5;;;;;;;;
04.12.2021 23:31:17.449;;;83,8;;;;;;;;;;;;
04.12.2021 23:31:43.670;;;;;;;;256;;;;;;;
04.12.2021 23:31:55.185;;;;;;;75,0;;;;;;;;
04.12.2021 23:32:24.171;;;;256;;;;;;;;;;;
04.12.2021 23:32:36.983;;;;;;256;;;;;;;;;
04.12.2021 23:32:42.452;;;83,8;;;;;;;;;;;;
04.12.2021 23:32:43.374;;;;;;;;;;;;;95,7;;
04.12.2021 23:32:47.073;;;;;;;;;;12879;;;;;
04.12.2021 23:32:55.890;;;;;;;;;83,83;;;;;;
04.12.2021 23:33:43.671;;;;;;;;262;;;;;;;
04.12.2021 23:33:50.171;;;;262;;;;;;;;;;;
04.12.2021 23:33:50.984;;;;;;261;;;;;;;;;
04.12.2021 23:33:52.671;;;;;;;;262;;;;;;;
04.12.2021 23:33:52.999;;;83,6;;;;;;;;;;;;
04.12.2021 23:33:53.874;;;;;;;;;83,55;;;;;;
04.12.2021 23:33:53.952;;;;;;260;;;;;;;;;
04.12.2021 23:33:54.468;;;;;;261;;;;;;;;;
04.12.2021 23:33:55.374;;;;;;;;;83,53;;;;;;
04.12.2021 23:33:56.968;;;;;;262;;;;;;;;;
04.12.2021 23:33:58.171;;;;;;;;261;;;;;;;
04.12.2021 23:33:58.671;;;;262;;;;;;;;;;;
04.12.2021 23:33:58.952;;;83,5;;;;;;;;;;;;
04.12.2021 23:34:03.688;;;;;;;74,9;;;;;;;;
04.12.2021 23:34:14.844;;;;;;;;;;;;;;62;
04.12.2021 23:34:24.001;74;;;;;;;;;;;;;;
04.12.2021 23:34:27.954;;;83,0;;;;;;;;;;;;
04.12.2021 23:34:33.454;;;;;75,4;;;;;;;;;;
04.12.2021 23:34:35.876;;;;;;;;;82,97;;;;;;
04.12.2021 23:35:00.861;;61,3;;;;;;;;;;;;;
04.12.2021 23:35:34.956;73;;;;;;;;;;;;;;
04.12.2021 23:35:54.942;;;;;74,5;;;;;;;;;;
04.12.2021 23:36:13.442;;;83,9;;;;;;;;;;;;
04.12.2021 23:36:25.255;;61,1;;;;;;;;;;;;;
04.12.2021 23:36:36.317;;;;;;;;;;;;;95,6;;
04.12.2021 23:36:44.849;;;;;;;;;83,96;;;;;;
04.12.2021 23:37:06.271;;;;;;;;;;;;;;62;
04.12.2021 23:37:06.958;;;;;;250;;;;;;;;;
04.12.2021 23:37:33.161;;;;251;;;;;;;;;;;
04.12.2021 23:37:35.177;;;;;;;73,5;;;;;;;;
04.12.2021 23:37:47.073;;;;;;;;;;12805;;;;;
04.12.2021 23:37:48.161;;;;;;;;249;;;;;;;
04.12.2021 23:37:57.661;;;;;;;;249;;;;;;;
04.12.2021 23:37:58.178;;;;252;;;;;;;;;;;
04.12.2021 23:37:58.459;;;;;;251;;;;;;;;;
