Zeit:;SDP1_01_330SY_RPM.Current_Value;SDP1_08_111TT.PV;SDP1_01_340TT.PV;SDP1_01_346PT.PV;SDP1_01_310SY_RPM.Current_Value;SDP1_01_326PT.PV;SDP1_01_370SY_RPM.Current_Value;SDP1_01_386PT.PV;SDP1_01_340TIC.SP;SDP1_56_665FT.PV;SDP1_56_461DT.PV;SDP1_56_361DT.PV;SDP1_02_230SY.PV;SDP1_08_110TT.PV;SDP1_56_565FT.PV
05.12.2021 03:34:38.782;;;84,1;;;;;;;;;;;;
05.12.2021 03:34:43.454;;;;;;;;;;;;;91,8;;
05.12.2021 03:34:50.111;;;;;;;;;84,16;;;;;;
05.12.2021 03:34:50.204;;;;;;222;;;;;;;;;
05.12.2021 03:34:50.423;;;;;;;;225;;;;;;;
05.12.2021 03:34:53.704;;;;;70,1;;;;;;;;;;
05.12.2021 03:34:53.923;;;;225;;;;;;;;;;;
05.12.2021 03:34:55.423;;;;225;;;;;;;;;;;
05.12.2021 03:35:28.628;;60,5;;;;;;;;;;;;;
05.12.2021 03:35:53.707;69;;;;;;;;;;;;;;
05.12.2021 03:36:23.926;;;;;;;69,6;;;;;;;;
05.12.2021 03:36:25.473;;;;;;;70,0;;;;;;;;
05.12.2021 03:36:26.317;;;83,7;;;;;;;;;;;;
05.12.2021 03:36:40.098;;;;;;;;;83,66;;;;;;
05.12.2021 03:37:31.553;;;;;;;;;;;;;;61;
05.12.2021 03:37:35.178;;;;;71,0;;;;;;;;;;
05.12.2021 03:37:41.412;;;;;;;;229;;;;;;;
05.12.2021 03:37:44.037;;;;;;;;;;;;;92,4;;
05.12.2021 03:37:47.073;;;;;;;;;;11999;;;;;
05.12.2021 03:38:15.444;;60,6;;;;;;;;;0,9941;1,1850;;61;
05.12.2021 03:38:35.194;70;;;;;;;;;;;;;;
05.12.2021 03:38:35.209;;;;;;231;;;;;;;;;
05.12.2021 03:38:39.913;;;;232;;;;;;;;;;;
05.12.2021 03:38:41.256;;;;;;231;;;;;;;;;
05.12.2021 03:38:41.288;;;84,2;;;;;;;;;;;;
05.12.2021 03:38:41.600;;;;;;;;;84,15;;;;;;
05.12.2021 03:38:41.913;;;;;;;;228;;;;;;;
05.12.2021 03:38:42.256;;;;;;229;;;;;;;;;
05.12.2021 03:38:43.163;;;;;;;;;;;;;92,6;;
05.12.2021 03:38:43.413;;;;232;;;;;;;;;;;
05.12.2021 03:38:43.600;;;;;;;;;84,16;;;;;;
05.12.2021 03:38:44.413;;;;;;;;229;;;;;;;
05.12.2021 03:38:51.913;;;;;;;;228;;;;;;;
05.12.2021 03:38:53.944;;;;;;;70,1;;;;;;;;
05.12.2021 03:39:00.210;;;;;;229;;;;;;;;;
05.12.2021 03:39:24.178;;;;;71,1;;;;;;;;;;
05.12.2021 03:39:36.772;;;84,3;;;;;;;;;;;;
05.12.2021 03:40:00.100;;;;;;;;;84,37;;;;;;
05.12.2021 03:40:24.179;70;;;;;;;;;;;;;;
05.12.2021 03:40:39.273;;;84,4;;;;;;;;;;;;
05.12.2021 03:40:54.681;;;;;72,0;;;;;;;;;;
05.12.2021 03:40:59.697;;;;;;238;;;;;;;;;
05.12.2021 03:41:54.683;71;;;;;;;;;;;;;;
05.12.2021 03:42:03.277;;;83,8;;;;;;;;;;;;
05.12.2021 03:42:05.449;;;;;;;71,5;;;;;;;;
05.12.2021 03:42:10.918;;;;240;;;;;;;;;;;
05.12.2021 03:42:17.418;;;;;;;;240;;;;;;;
05.12.2021 03:42:33.527;;60,7;;;;;;;;;;;;;
05.12.2021 03:42:38.527;;;;;;;;;;;;;;61;
05.12.2021 03:42:43.496;;;;;;;;;;;;;93,4;;
05.12.2021 03:42:43.605;;;;;;;;;83,74;;;;;;
05.12.2021 03:42:44.918;;;;;;;;239;;;;;;;
05.12.2021 03:42:45.433;;;;240;;;;;;;;;;;
05.12.2021 03:42:46.699;;;;;;237;;;;;;;;;
05.12.2021 03:42:47.073;;;;;;;;;;12183;;;;;
05.12.2021 03:42:47.105;;;;;;;;;83,74;;;;;;
05.12.2021 03:42:47.699;;;;;;236;;;;;;;;;
05.12.2021 03:42:49.918;;;;;;;;239;;;;;;;
05.12.2021 03:43:03.511;;60,8;;;;;;;;;;;;61;
05.12.2021 03:43:08.277;;;83,9;;;;;;;;;;;;
05.12.2021 03:43:13.215;;;;;;236;;;;;;;;;
05.12.2021 03:43:19.277;;;84,0;;;;;;;;;;;;
05.12.2021 03:43:21.418;;;;239;;;;;;;;;;;
05.12.2021 03:43:23.699;;;;;72,1;;;;;;;;;;
05.12.2021 03:43:43.499;;;;;;;;;;;;;93,6;;
05.12.2021 03:44:35.610;;;;;;;;;84,12;;;;;;
05.12.2021 03:44:53.938;;;;;;;71,6;;;;;;;;
05.12.2021 03:44:55.438;;;;;;;72,0;;;;;;;;
05.12.2021 03:45:03.688;71;;;;;;;;;;;;;;
05.12.2021 03:45:05.204;72;;;;;;;;;;;;;;
05.12.2021 03:45:11.782;;;83,8;;;;;;;;;;;;
05.12.2021 03:45:12.423;;;;243;;;;;;;;;;;
05.12.2021 03:45:16.923;;;;;;;;243;;;;;;;
05.12.2021 03:45:55.174;;;;;73,0;;;;;;;;;;
05.12.2021 03:46:09.767;;;84,0;;;;;;;;;;;;
05.12.2021 03:46:31.550;;;;;;;;;;;;;;62;
05.12.2021 03:46:35.191;;;;;;245;;;;;;;;;
05.12.2021 03:46:42.988;;;;;;;;;;;;;94,2;;
05.12.2021 03:46:46.410;;;;;;;;243;;;;;;;
05.12.2021 03:46:51.098;;;;;;;;;84,11;;;;;;
05.12.2021 03:46:51.504;;61,5;;;;;;;;;;;;;
05.12.2021 03:46:51.691;;;;;;243;;;;;;;;;
05.12.2021 03:46:52.191;;;;;;243;;;;;;;;;
05.12.2021 03:46:52.270;;;84,1;;;;;;;;;;;;
05.12.2021 03:46:52.410;;;;;;;;243;;;;;;;
05.12.2021 03:46:52.598;;;;;;;;;84,12;;;;;;
05.12.2021 03:46:56.427;;;;243;;;;;;;;;;;
05.12.2021 03:46:57.005;;;;;;;;;;;;;;62;
05.12.2021 03:46:57.208;;;;;;243;;;;;;;;;
05.12.2021 03:47:23.943;;;;;;;72,1;;;;;;;;
05.12.2021 03:47:24.193;72;;;;;;;;;;;;;;
05.12.2021 03:47:26.505;;61,6;;;;;;;;;;;;;
05.12.2021 03:47:34.677;;;;;73,4;;;;;;;;;;
05.12.2021 03:47:42.990;;;;;;;;;;;;;94,4;;
05.12.2021 03:47:47.073;;;;;;;;;;12362;;;;;
05.12.2021 03:48:11.599;;;;;;;;;84,05;;;;;;
05.12.2021 03:48:16.177;;;;;;;;;;;0,9940;1,1844;;;
05.12.2021 03:49:18.772;;;84,4;;;;;;;;;;;;
05.12.2021 03:49:20.600;;;;;;;;;84,44;;;;;;
05.12.2021 03:50:08.773;;;84,2;;;;;;;;;;;;
05.12.2021 03:50:24.429;;;;;;;73,5;;;;;;;;
05.12.2021 03:50:24.679;73;;;;;;;;;;;;;;
05.12.2021 03:50:29.007;;;;;;;;;;;;;;63;
05.12.2021 03:50:30.913;;;;;;;;254;;;;;;;
05.12.2021 03:50:35.179;;;;;74,5;;;;;;;;;;
05.12.2021 03:50:37.414;;;;254;;;;;;;;;;;
05.12.2021 03:50:43.492;;;;;;;;;;;;;95,0;;
05.12.2021 03:50:44.914;;;;254;;;;254;;;;;;;
05.12.2021 03:50:47.710;;;;;;256;;;;;;;;;
05.12.2021 03:50:48.023;;62,1;;;;;;;;;;;;;
05.12.2021 03:50:54.101;;;;;;;;;84,22;;;;;;
05.12.2021 03:50:55.695;;;;;;254;;;;;;;;;
05.12.2021 03:50:56.695;;;;;;253;;;;;;;;;
05.12.2021 03:50:58.101;;;;;;;;;84,22;;;;;;
05.12.2021 03:50:59.523;;;;;;;;;;;;;;63;
05.12.2021 03:51:01.210;;;;;;253;;;;;;;;;
05.12.2021 03:51:03.914;;;;;;;;254;;;;;;;
05.12.2021 03:51:08.445;;;;254;;;;;;;;;;;
05.12.2021 03:51:26.023;;62,2;;;;;;;;;;;;;
05.12.2021 03:51:34.836;;;84,3;;;;;;;;;;;;
05.12.2021 03:51:43.507;;;;;;;;;;;;;95,2;;
05.12.2021 03:51:53.414;;;;;;;73,6;;;;;;;;
05.12.2021 03:51:58.523;;62,3;;;;;;;;;;;;;
05.12.2021 03:52:04.179;73;;;;74,9;;;;;;;;;;
05.12.2021 03:52:43.992;;;;;;;;;;;;;95,3;;
05.12.2021 03:52:47.073;;;;;;;;;;12588;;;;;
05.12.2021 03:53:01.008;;;;;;;;;;;;;;63;
05.12.2021 03:53:28.336;;;84,8;;;;;;;;;;;;
05.12.2021 03:53:35.601;;;;;;;;;84,82;;;;;;
05.12.2021 03:54:04.680;74;;;;76,0;;;;;;;;;;
05.12.2021 03:54:04.930;;;;;;;75,0;;;;;;;;
05.12.2021 03:54:14.914;;;;265;;;;;;;;;;;
05.12.2021 03:54:16.211;;;;;;266;;;;;;;;;
05.12.2021 03:54:38.916;;;;;;;;265;;;;;;;
05.12.2021 03:54:39.416;;;;265;;;;;;;;;;;
05.12.2021 03:55:00.400;;;;;;;;265;;;;;;;
05.12.2021 03:55:00.603;;;;;;;;;83,98;;;;;;
05.12.2021 03:55:00.978;;;84,0;;;;;;;;;;;;
05.12.2021 03:55:01.197;;;;;;266;;;;;;;;;
05.12.2021 03:55:01.603;;;;;;;;;83,97;;;;;;
05.12.2021 03:55:02.197;;;;;;265;;;;;;;;;
05.12.2021 03:55:03.432;;;;;;;;265;;;;;;;
05.12.2021 03:55:11.199;;;;;;264;;;;;;;;;
05.12.2021 03:55:22.355;;;83,9;;;;;;;;;;;;
05.12.2021 03:55:29.918;;;;265;;;;;;;;;;;
05.12.2021 03:56:17.812;;62,4;;;;;;;;;;;;;
05.12.2021 03:56:18.109;;;;;;;;;83,78;;;;;;
05.12.2021 03:56:18.374;;;83,8;;;;;;;;;;;;
05.12.2021 03:56:23.312;;;;;;;;;;;;;;63;
05.12.2021 03:56:36.359;;;;;;;;;;;;;95,4;;
05.12.2021 03:57:05.922;;;;265;;;;;;;;;;;
05.12.2021 03:57:07.406;;;;;;;;264;;;;;;;
05.12.2021 03:57:23.251;75;;;;;;;;;;;;;;
05.12.2021 03:57:23.454;;;;;;;75,1;;;;;;;;
05.12.2021 03:57:34.721;;;;;76,4;;;;;;;;;;
05.12.2021 03:57:45.331;;;84,5;;;;;;;;;;;;
05.12.2021 03:57:47.073;;;;;;;;;;12867;;;;;
05.12.2021 03:57:51.596;;;;;;;;;84,55;;;;;;
05.12.2021 03:58:15.487;;;;;;;;;;;0,9939;1,1837;;63;
05.12.2021 03:58:24.675;76;;;;;;;;;;;;;;
05.12.2021 03:58:24.925;;;;;;;76,0;;;;;;;;
05.12.2021 03:58:30.893;;;;;;;;272;;;;;;;
05.12.2021 03:58:35.175;;;;;77,0;;;;;;;;;;
05.12.2021 03:58:42.692;;;;;;274;;;;;;;;;
05.12.2021 03:58:43.270;;;;;;;;;;;;;95,7;;
05.12.2021 03:58:55.410;;;;273;;;;;;;;;;;
05.12.2021 03:59:04.692;;;;;;271;;;;;;;;;
05.12.2021 03:59:04.848;;;84,1;;;;;;;;;;;;
05.12.2021 03:59:06.098;;;;;;;;;84,10;;;;;;
05.12.2021 03:59:06.192;;;;;;272;;;;;;;;;
05.12.2021 03:59:07.598;;;;;;;;;84,10;;;;;;
05.12.2021 03:59:15.410;;;;;;;;272;;;;;;;
05.12.2021 03:59:15.910;;;;273;;;;;;;;;;;
05.12.2021 03:59:18.692;;;;;;271;;;;;;;;;
05.12.2021 03:59:42.349;;;84,0;;;;;;;;;;;;
05.12.2021 04:00:18.928;;;;272;;;;;;;;;;;
05.12.2021 04:00:28.898;;;;;;;;272;;;;;;;
05.12.2021 04:00:53.726;;;;;77,1;;;;;;;;;;
05.12.2021 04:00:54.430;;;;;;;76,4;;;;;;;;
05.12.2021 04:00:54.742;;;;;77,5;;;;;;;;;;
05.12.2021 04:00:54.930;;;;;;;76,5;;;;;;;;
05.12.2021 04:01:00.695;;;;;;;;;;;;;;63;
05.12.2021 04:01:11.414;;;;;;;;276;;;;;;;
05.12.2021 04:01:23.680;76;;;;;;;;;;;;;;
05.12.2021 04:01:24.695;76;;;;;;;;;;;;;;
05.12.2021 04:01:26.695;;;;;;277;;;;;;;;;
05.12.2021 04:01:46.492;;62,5;;;;;;;;;;;;;
05.12.2021 04:01:47.914;;;;276;;;;;;;;;;;
05.12.2021 04:02:47.073;;;;;;;;;;13073;;;;;
05.12.2021 04:02:51.355;;;83,7;;;;;;;;;;;;
05.12.2021 04:02:56.105;;;;;;;;;83,68;;;;;;
05.12.2021 04:03:01.917;;;;276;;;;;;;;;;;
05.12.2021 04:03:03.917;;;;;;;;276;;;;;;;
05.12.2021 04:03:09.106;;;;;;;;;83,72;;;;;;
05.12.2021 04:03:10.200;;;;;;275;;;;;;;;;
05.12.2021 04:03:11.200;;;;;;276;;;;;;;;;
05.12.2021 04:03:11.606;;;;;;;;;83,72;;;;;;
05.12.2021 04:03:16.919;;;;276;;;;;;;;;;;
05.12.2021 04:03:18.419;;;;;;;;276;;;;;;;
05.12.2021 04:03:37.200;;;;;;275;;;;;;;;;
05.12.2021 04:03:37.606;;;;;;;;;83,79;;;;;;
05.12.2021 04:04:44.419;;;;276;;;;;;;;;;;
05.12.2021 04:04:50.700;;;;;;277;;;;;;;;;
05.12.2021 04:05:01.044;;;83,7;;;;;;;;;;;;
05.12.2021 04:05:03.903;;;;;;;;276;;;;;;;
05.12.2021 04:05:27.920;;;;;;;;276;;;;;;;
05.12.2021 04:05:36.858;;;83,6;;;;;;;;;;;;
05.12.2021 04:05:45.998;;62,4;;;;;;;;;;;;;
05.12.2021 04:05:58.498;;;;;;;;;;;;;;63;
05.12.2021 04:05:58.608;;;;;;;;;83,57;;;;;;
05.12.2021 04:06:20.342;;;83,7;;;;;;;;;;;;
05.12.2021 04:06:36.406;;;;;;;;;;;;;95,7;;
05.12.2021 04:06:37.531;;62,3;;;;;;;;;;;;;
05.12.2021 04:06:46.499;;;;;;;;;;;;;;63;
05.12.2021 04:07:12.421;;;;;;;;276;;;;;;;
05.12.2021 04:07:14.421;;;;276;;;;;;;;;;;
05.12.2021 04:07:15.109;;;;;;;;;83,74;;;;;;
05.12.2021 04:07:15.703;;;;;;277;;;;;;;;;
05.12.2021 04:07:16.109;;;;;;;;;83,73;;;;;;
05.12.2021 04:07:16.421;;;;;;;;276;;;;;;;
05.12.2021 04:07:16.703;;;;;;276;;;;;;;;;
05.12.2021 04:07:23.203;;;;;;275;;;;;;;;;
05.12.2021 04:07:24.921;;;;276;;;;;;;;;;;
05.12.2021 04:07:25.421;;;;;;;;276;;;;;;;
05.12.2021 04:07:33.203;;;;;;277;;;;;;;;;
05.12.2021 04:07:40.906;;;;276;;;;;;;;;;;
05.12.2021 04:07:47.073;;;;;;;;;;13135;;;;;
05.12.2021 04:07:47.843;;;83,6;;;;;;;;;;;;
05.12.2021 04:08:02.500;;62,2;;;;;;;;;;;;;
05.12.2021 04:08:15.610;;62,2;;;;;;;;;0,9937;1,1822;;63;
05.12.2021 04:09:12.423;;;;276;;;;;;;;;;;
05.12.2021 04:09:58.908;;;;;;;;276;;;;;;;
05.12.2021 04:10:01.829;;;84,1;;;;;;;;;;;;
05.12.2021 04:10:04.095;;;;;;;;;84,07;;;;;;
05.12.2021 04:10:30.988;;62,1;;;;;;;;;;;;;
05.12.2021 04:10:56.394;;;;276;;;;;;;;;;;
05.12.2021 04:10:56.831;;;83,5;;;;;;;;;;;;
05.12.2021 04:10:57.394;;;;;;;;276;;;;;;;
05.12.2021 04:11:05.597;;;;;;;;;83,48;;;;;;
05.12.2021 04:11:06.988;;;;;;;;;;;;;;63;
05.12.2021 04:11:17.847;;;83,6;;;;;;;;;;;;
05.12.2021 04:11:19.691;;;;;;276;;;;;;;;;
05.12.2021 04:11:20.097;;;;;;;;;83,69;;;;;;
05.12.2021 04:11:20.597;;;;;;;;;83,71;;;;;;
05.12.2021 04:11:20.691;;;;;;277;;;;;;;;;
05.12.2021 04:11:22.332;;;83,7;;;;;;;;;;;;
05.12.2021 04:11:23.910;;;;;;;;276;;;;;;;
05.12.2021 04:11:24.488;;62,0;;;;;;;;;;;;;
05.12.2021 04:11:26.457;;;;276;;;;;;;;;;;
05.12.2021 04:11:43.988;;;;;;;;;;;;;;63;
05.12.2021 04:12:47.073;;;;;;;;;;13127;;;;;
05.12.2021 04:12:53.911;;;;276;;;;;;;;;;;
05.12.2021 04:13:15.395;;;;;;;;276;;;;;;;
05.12.2021 04:13:15.489;;61,6;;;;;;;;;;;;;
05.12.2021 04:13:55.990;;;;;;;;;;;;;;62;
05.12.2021 04:13:58.350;;;83,3;;;;;;;;;;;;
05.12.2021 04:14:05.193;76;;;;77,2;;;;;;;;;;
05.12.2021 04:14:05.678;76;;;;77,0;;;;;;;;;;
05.12.2021 04:14:18.600;;;;;;;;;83,23;;;;;;
05.12.2021 04:14:24.912;;;;;;;76,2;;;;;;;;
05.12.2021 04:14:25.912;;;;;;;76,0;;;;;;;;
05.12.2021 04:14:31.428;;;;;;;;272;;;;;;;
05.12.2021 04:14:40.443;;;;272;;;;;;;;;;;
05.12.2021 04:14:44.006;;;;;;;;;;;;;95,9;;
05.12.2021 04:14:57.194;;;;;;271;;;;;;;;;
05.12.2021 04:15:21.334;;;83,9;;;;;;;;;;;;
05.12.2021 04:15:24.100;;;;;;;;;83,94;;;;;;
05.12.2021 04:15:24.694;;;;;;272;;;;;;;;;
05.12.2021 04:15:24.897;;;;273;;;;;;;;;;;
05.12.2021 04:15:25.600;;;;;;;;;83,96;;;;;;
05.12.2021 04:15:25.694;;;;;;273;;;;;;;;;
05.12.2021 04:15:25.897;;;;272;;;;272;;;;;;;
05.12.2021 04:15:28.399;;;;;;;;272;;;;;;;
05.12.2021 04:15:29.194;;;;;;271;;;;;;;;;
05.12.2021 04:15:29.834;;;84,0;;;;;;;;;;;;
05.12.2021 04:15:48.100;;;;;;;;;84,10;;;;;;
05.12.2021 04:15:59.991;;61,5;;;;;;;;;;;;;
05.12.2021 04:16:21.491;;;;;;;;;;;;;;62;
05.12.2021 04:16:24.679;76;;;;;;;;;;;;;;
05.12.2021 04:16:24.929;;;;;;;76,1;;;;;;;;
05.12.2021 04:16:25.914;;;;;;;76,5;;;;;;;;
05.12.2021 04:16:26.179;76;;;;;;;;;;;;;;
05.12.2021 04:16:34.679;;;;;77,1;;;;;;;;;;
05.12.2021 04:16:35.679;;;;;77,5;;;;;;;;;;
05.12.2021 04:16:36.461;;;;;;;;;;;;;95,9;;
05.12.2021 04:16:38.398;;;;276;;;;;;;;;;;
05.12.2021 04:16:54.789;;;;;;;;;;;;;;62;
05.12.2021 04:17:01.695;;;;;;278;;;;;;;;;
05.12.2021 04:17:19.789;;61,3;;;;;;;;;;;;;
05.12.2021 04:17:36.461;;;;;;;;277;;;;;;;
05.12.2021 04:17:47.073;;;;;;;;;;13087;;;;;
05.12.2021 04:18:02.383;;;83,4;;;;;;;;;;;;
05.12.2021 04:18:06.195;76;;;;77,0;;;;;;;;;;
05.12.2021 04:18:15.586;;61,4;;;;;;;;;0,9936;1,1817;;62;
05.12.2021 04:18:16.601;;;;;;;;;83,32;;;;;;
05.12.2021 04:18:25.476;;;;;;;76,0;;;;;;;;
05.12.2021 04:19:14.836;;;83,5;;;;;;;;;;;;
05.12.2021 04:19:24.914;;;;272;;;;;;;;;;;
05.12.2021 04:19:28.914;;;;;;;;273;;;;;;;
05.12.2021 04:19:29.664;;;;;;;;;83,48;;;;;;
05.12.2021 04:19:29.727;;;;;;272;;;;;;;;;
05.12.2021 04:19:30.195;;;;;;272;;;;;;;;;
05.12.2021 04:19:30.602;;;;;;;;;;;;;;62;
05.12.2021 04:19:30.633;;;;;;;;;83,48;;;;;;
05.12.2021 04:19:39.900;;;;273;;;;;;;;;;;
05.12.2021 04:19:40.900;;;;272;;;;;;;;;;;
05.12.2021 04:19:42.900;;;;;;;;272;;;;;;;
05.12.2021 04:19:48.837;;;83,6;;;;;;;;;;;;
05.12.2021 04:20:06.603;;61,5;;;;;;;;;;;;;
05.12.2021 04:20:25.244;;;;;;271;;;;;;;;;
05.12.2021 04:20:29.916;;;;;;;;272;;;;;;;
05.12.2021 04:20:44.136;;;;;;;;;;;;;96,0;;
05.12.2021 04:22:34.560;;;;;;;;;;;;;;62;
05.12.2021 04:22:47.073;;;;;;;;;;13049;;;;;
05.12.2021 04:22:49.857;;61,7;;;;;;;;;;;;;
05.12.2021 04:22:54.701;76;;;;;;;;;;;;;;
05.12.2021 04:22:56.185;76;;;;;;;;;;;;;;
05.12.2021 04:23:04.419;;;;;;;76,1;;;;;;;;
05.12.2021 04:23:05.201;;;;;77,4;;;;;;;;;;
05.12.2021 04:23:05.685;;;;;77,5;;;;;;;;;;
05.12.2021 04:23:05.935;;;;;;;76,5;;;;;;;;
05.12.2021 04:23:06.404;;;;276;;;;;;;;;;;
05.12.2021 04:23:11.201;;;;;;278;;;;;;;;;
05.12.2021 04:23:30.906;;;;;;;;277;;;;;;;
05.12.2021 04:23:32.921;;;;;;;;276;;;;;;;
05.12.2021 04:23:33.859;;;84,5;;;;;;;;;;;;
05.12.2021 04:23:34.109;;;;;;;;;84,45;;;;;;
05.12.2021 04:23:34.265;;;;;;275;;;;;;;;;
05.12.2021 04:23:35.109;;;;;;;;;84,50;;;;;;
05.12.2021 04:23:35.250;;;;;;276;;;;;;;;;
05.12.2021 04:23:38.875;;;84,6;;;;;;;;;;;;
05.12.2021 04:23:43.906;;;;;;;;277;;;;;;;
05.12.2021 04:23:47.109;;;;;;;;;84,64;;;;;;
05.12.2021 04:23:47.906;;;;276;;;;;;;;;;;
05.12.2021 04:23:54.703;;;;;;275;;;;;;;;;
05.12.2021 04:24:24.187;76;;;;77,6;;;;;;;;;;
05.12.2021 04:24:24.922;;;;;;;76,9;;;;;;;;
05.12.2021 04:24:25.187;77;;;;78,0;;;;;;;;;;
05.12.2021 04:24:25.437;;;;;;;77,0;;;;;;;;
05.12.2021 04:24:31.422;;;;;;;;281;;;;;;;
05.12.2021 04:24:55.703;;;;;;282;;;;;;;;;
05.12.2021 04:24:56.922;;;;280;;;;;;;;;;;
05.12.2021 04:25:47.110;;;;;;;;;83,47;;;;;;
05.12.2021 04:26:36.001;;61,6;;;;;;;;;;;;;
05.12.2021 04:26:36.501;;;;;;;;;;;;;96,1;;
05.12.2021 04:26:57.501;;;;;;;;;;;;;;62;
05.12.2021 04:26:59.845;;;83,5;;;;;;;;;;;;
05.12.2021 04:27:28.893;;;;280;;;;;;;;;;;
05.12.2021 04:27:35.425;;;;;;;76,5;;;;;;;;
05.12.2021 04:27:39.097;;;;;;;;;83,49;;;;;;
05.12.2021 04:27:39.190;;;;;;279;;;;;;;;;
05.12.2021 04:27:39.393;;;;;;;;277;;;;;;;
05.12.2021 04:27:40.190;;;;;;279;;;;;;;;;
05.12.2021 04:27:40.597;;;;;;;;;83,49;;;;;;
05.12.2021 04:27:41.394;;;;;;;;277;;;;;;;
05.12.2021 04:27:44.206;;;;;;281;;;;;;;;;
05.12.2021 04:27:47.073;;;;;;;;;;13171;;;;;
05.12.2021 04:28:04.909;;;;;;;76,9;;;;;;;;
05.12.2021 04:28:05.409;;;;;;;77,0;;;;;;;;
05.12.2021 04:28:12.894;;;;;;;;280;;;;;;;
05.12.2021 04:28:15.628;;61,5;;280;;;;;;;0,9936;1,1814;;62;
05.12.2021 04:28:34.190;76;;;;;;;;;;;;;;
05.12.2021 04:28:35.191;76;;;;;;;;;;;;;;
05.12.2021 04:28:44.332;;;83,6;;;;;;;;;;;;
05.12.2021 04:28:54.676;77;;;;;;;;;;;;;;
05.12.2021 04:28:58.879;;;83,7;;;;;;;;;;;;
05.12.2021 04:29:04.597;;;;;;;;;83,73;;;;;;
05.12.2021 04:30:23.678;;;;;77,9;;;;;;;;;;
05.12.2021 04:30:24.943;;;;;;;76,5;;;;;;;;
05.12.2021 04:30:25.178;;;;;77,5;;;;;;;;;;
05.12.2021 04:30:35.334;;;83,2;;;;;;;;;;;;
05.12.2021 04:30:35.678;76;;;;;;;;;;;;;;
05.12.2021 04:30:36.600;;;;;;;;;83,20;;;;;;
05.12.2021 04:30:54.397;;;;276;;;;;;;;;;;
05.12.2021 04:31:27.696;;;;;;275;;;;;;;;;
05.12.2021 04:31:33.399;;;;;;;;276;;;;;;;
05.12.2021 04:31:34.415;;;;;;;;276;;;;;;;
05.12.2021 04:31:37.899;;;;276;;;;;;;;;;;
05.12.2021 04:31:38.524;;61,6;;;;;;;;;;;;;
05.12.2021 04:31:38.837;;;83,6;;;;;;;;;;;;
05.12.2021 04:31:44.102;;;;;;;;;83,66;;;;;;
05.12.2021 04:31:44.212;;;;;;275;;;;;;;;;
05.12.2021 04:31:44.712;;;;;;277;;;;;;;;;
05.12.2021 04:31:45.102;;;;;;;;;83,65;;;;;;
05.12.2021 04:31:45.415;;;;;;;;276;;;;;;;
05.12.2021 04:31:47.993;;;;;;;;;;;;;;62;
05.12.2021 04:31:51.399;;;;;;;;276;;;;;;;
05.12.2021 04:31:59.696;;;;;;275;;;;;;;;;
05.12.2021 04:32:14.853;;;83,5;;;;;;;;;;;;
05.12.2021 04:32:20.415;;;;276;;;;;;;;;;;
05.12.2021 04:32:26.900;;;;276;;;;;;;;;;;
05.12.2021 04:32:47.073;;;;;;;;;;13161;;;;;
05.12.2021 04:32:48.494;;;;;;;;;;;;;;62;
05.12.2021 04:33:10.495;;61,7;;;;;;;;;;;;;
05.12.2021 04:34:43.027;;;;;;;;;;;;;96,2;;
05.12.2021 04:34:54.183;;;;;77,8;;;;;;;;;;
05.12.2021 04:34:54.683;;;;;78,0;;;;;;;;;;
05.12.2021 04:35:01.167;;;83,7;;;;;;;;;;;;
05.12.2021 04:35:03.683;76;;;;;;;;;;;;;;
05.12.2021 04:35:05.183;77;;;;;;;;;;;;;;
05.12.2021 04:35:09.105;;;;;;;;;83,71;;;;;;
05.12.2021 04:35:15.199;;;;;;281;;;;;;;;;
05.12.2021 04:35:23.402;;;;280;;;;;;;;;;;
05.12.2021 04:35:23.417;;;;;;;76,6;;;;;;;;
05.12.2021 04:35:24.433;;;;;;;77,0;;;;;;;;
05.12.2021 04:35:31.903;;;;;;;;280;;;;;;;
05.12.2021 04:35:38.356;;;83,5;;;;;;;;;;;;
05.12.2021 04:35:44.419;;;;;;;;280;;;;;;;
05.12.2021 04:35:48.700;;;;;;279;;;;;;;;;
05.12.2021 04:35:48.918;;;;280;;;;;;;;;;;
05.12.2021 04:35:49.106;;;;;;;;;83,39;;;;;;
05.12.2021 04:35:49.700;;;;;;279;;;;;;;;;
05.12.2021 04:35:50.403;;;;280;;;;;;;;;;;
05.12.2021 04:35:50.606;;;;;;;;;83,38;;;;;;
05.12.2021 04:35:51.856;;;83,4;;;;;;;;;;;;
05.12.2021 04:35:51.903;;;;280;;;;;;;;;;;
05.12.2021 04:35:56.919;;;;;;;;280;;;;;;;
05.12.2021 04:35:58.715;;;;;;281;;;;;;;;;
05.12.2021 04:36:04.106;;;;;;;;;83,34;;;;;;
05.12.2021 04:36:20.497;;61,8;;;;;;;;;;;;;
05.12.2021 04:36:23.684;76;;;;77,9;;;;;;;;;;
05.12.2021 04:36:24.684;76;;;;77,5;;;;;;;;;;
05.12.2021 04:36:25.920;;;;;;;;280;;;;;;;
05.12.2021 04:36:33.420;;;;;;;76,7;;;;;;;;
05.12.2021 04:36:34.435;;;;;;;76,5;;;;;;;;
05.12.2021 04:36:34.998;;;;;;;;;;;;;;62;
05.12.2021 04:36:36.560;;;;;;;;;;;;;96,2;;
05.12.2021 04:36:42.404;;;;;;;;276;;;;;;;
